REF_ID,ID,STUDENT_ID,CLASS,YEAR_LEVEL,FIRST_NAME,LAST_NAME,DATE_OF_BIRTH,INDIGENOUS_STATUS,OTHER_LANGUAGE,SEX,ASL_ID,M_OCCUPATION,M_NON_SCHOOL_EDU,M_SCHOOL_EDU,F_OCCUPATION,F_NON_SCHOOL_EDU,F_SCHOOL_EDU,VISA,PLATFORM_STUDENT_IDENTIFIER,M_LANGUAGE,F_LANGUAGE,FFPOS
24117407-2040-4948-9941-932bc9090fdb,327855067,25110,9C,9,Angela,Diaz,2009-04-15,1,1201,2,21220,3,8,1,3,8,4,,R100000217K,1201,1201,2
24b52387-6643-4bba-bb55-22f2479d8ac3,685311639,71341,5F,5,Erica,Fulton,2009-06-16,1,1201,2,21221,3,6,1,4,7,3,,R100000240R,1201,1201,1
2672286a-ffdd-4dfe-8099-e1977fe3ed2b,340433409,82404,3B,3,Jessie,Carlton,2009-06-26,3,5203,1,21215,2,8,2,1,7,1,,R100000087H,1201,1201,2
26bd7a92-9fb2-4a1c-9573-1fad9853c016,402173859,79336,3F,3,Caitlin,Beam,2009-01-03,4,1201,2,21217,3,6,2,3,8,1,,R100000125P,1201,1201,2
28d29e16-74ea-44c1-af12-0520ff042e3e,10837212,2791,9E,9,Lynn,Gallagher,2009-11-08,3,1201,1,21216,3,8,3,2,6,4,,R100000109G,1201,1201,1
29929f00-2458-4d8e-b709-7afe64fe8649,430438093,56524,3B,3,Dorie,Tibbitts,2009-10-06,1,1201,2,21221,2,8,3,2,7,2,,R100000227G,1201,5203,1
2ad957b1-1837-4ccb-9ca1-5670612cdd2f,61184023,82149,5F,5,Judith,Spangler,2009-12-03,4,1201,2,21212,4,5,4,1,7,2,,R100000019K,1201,1201,2
2bae4879-6f55-49b0-a6ae-05ddf0723d8e,564353838,71515,9E,9,Dot,Goering,2009-12-20,2,1201,2,21218,4,6,4,1,7,3,,R100000171G,1201,1201,1
2d48087d-de5f-4679-b688-c5a18ba2bd9a,477249064,97909,7B,7,Pablo,Darling,2009-09-01,4,1201,1,21216,4,6,3,1,5,4,,R100000105H,7100,1201,2
2dd1c0c2-1442-4566-9f70-abf5101b6a2d,788534120,41382,9B,9,Rita,Bingham,2009-07-02,1,1201,2,21219,4,5,4,1,5,1,,R100000199K,9601,1201,2
2e141d16-3307-4190-8154-e4d30e3dd273,417330656,55069,5A,5,Jim,Brown,2009-01-14,4,1201,1,21213,3,6,4,1,8,2,,R100000048G,1201,1201,1
2f2769f4-3bfd-4825-ba02-9d9ad6f3235b,25072537,58801,7F,7,Vera,Johnson,2009-01-03,3,1201,2,21221,2,7,3,4,6,4,,R100000232G,1201,1201,2
300f54ac-f9ea-492e-bd92-b1e26c8d0fc9,496457483,12289,3B,3,Colette,Dodd,2009-08-03,2,1201,2,21217,2,6,2,2,8,2,,R100000148H,1201,1201,2
3080dc15-c75c-4752-adf9-bcce6ebfbbcc,381224207,60363,3E,3,Vanessa,Bubb,2009-09-08,1,2201,2,21217,4,7,3,2,7,3,,R100000147G,1201,1201,2
31dbe040-a77a-40ae-ad33-3785a410a9cc,575358325,35236,7C,7,Ethel,Ellerman,2009-08-10,4,1201,2,21220,4,8,4,3,8,4,,R100000210P,1201,1201,1
325b83c2-8195-469f-bd50-b10e3c38320f,605628993,60641,3B,3,Lloyd,Kirkland,2009-01-09,3,1201,1,21212,1,5,2,1,7,4,,R100000004R,1201,1201,2
32724d61-71b1-48db-8b60-2f35bbb26b91,209737245,85073,3E,3,Miriam,Ventimiglia,2009-01-11,3,1201,2,21214,3,6,2,2,8,3,,R100000069P,1201,5203,2
32fae29b-f3bd-4028-afab-1628d5589b5c,947420789,27525,3D,3,Elvis,Lopez,2009-10-28,3,1201,1,21221,4,6,4,4,8,2,,R100000238D,1201,1201,2
32fce7e1-074b-4883-8b80-26287ef56b47,696159850,40765,9A,9,Chrystal,Pearson,2009-06-12,2,5203,2,21218,2,8,4,2,5,2,,R100000156K,1201,1201,2
3488fc66-d8a5-48a7-9c06-f575c8fe7c63,842856266,89780,3C,3,Trenton,Vickery,2009-08-27,4,1201,1,21212,1,6,3,2,7,2,,R100000024K,1201,1201,2
349395dc-f010-4d66-ac63-9f3181c50420,912369050,99001,3E,3,Sharonda,Sloan,2009-11-26,2,1201,2,21215,1,8,3,1,7,3,,R100000089A,1201,1201,1
3504b82a-f877-481a-bfdc-c85148267e9e,366375982,92372,3D,3,Jesse,Warrick,2009-11-21,2,1201,1,21213,3,7,3,4,7,4,,R100000038K,2201,5203,1
366eac44-6a9c-484f-8452-3738170b7e1d,766731912,84578,3D,3,Kellie,Sherman,2009-07-22,2,1201,2,21214,1,5,2,2,7,4,,R100000071M,2201,1201,2
37def16e-1a38-4efc-8c82-5735749d4c52,192409105,69612,7A,7,Lucas,Huggins,2009-10-27,4,1201,1,21216,4,5,1,1,6,3,,R100000114G,1201,2201,1
38274149-41c7-44b0-b4b0-12e95077448b,491481562,58751,9A,9,Everett,Miguel,2009-06-14,3,1201,1,21216,1,5,2,4,6,1,,R100000107A,1201,1201,2
39a5b736-1b68-4f2f-bfd1-5cc9ce36ec5a,478468366,27262,5A,5,Pierre,Brawley,2009-02-28,2,1201,1,21214,2,8,4,2,5,4,,R100000057K,1201,1201,1
3b29cd65-0641-4526-85b5-936b5eff89a8,996421153,14671,3B,3,Mattie,Taylor,2009-02-25,3,1201,2,21213,4,7,2,1,5,1,,R100000034G,1201,1201,2
3cd613c6-fe48-4f77-956c-f8824531cb0c,749836672,94141,9E,9,Antone,Hall,2009-01-27,1,1201,1,21216,4,5,3,1,6,1,,R100000108M,1201,1201,1
434a2058-d5a9-4854-a909-2f92356da6b3,756107976,91177,9F,9,Mack,Huggins,2009-07-23,1,9601,1,21219,2,6,2,3,8,1,,R100000179R,1201,1201,1
476c3b86-15c6-4eff-ad87-1e7f9af0b3b9,891208554,20002,7D,7,Darren,Brown,2009-01-11,4,1201,1,21220,1,8,1,3,6,4,,R100000218E,5203,5203,1
477aca40-d995-4ab4-bf6b-3fd99d37fcda,772546884,44919,3B,3,Sara,Gist,2009-09-22,1,1201,2,21213,2,8,2,2,8,1,,R100000047M,1201,1201,2
47f11b02-4b7d-40dc-ba0d-6d2305c0297b,198273077,41888,5D,5,Kristin,Baker,2009-03-05,3,9601,2,21216,2,5,1,3,5,1,,R100000113M,1201,1201,1
48fb4d00-3f65-4f73-9a5c-6bc318e359ba,213211247,32862,7A,7,Jared,Varela,2009-05-20,2,1201,1,21218,3,5,1,1,6,1,,R100000163D,1201,9601,1
4908df20-257b-495c-a10f-b0244f14101b,465705203,21486,9A,9,Marc,Foster,2009-04-02,3,1201,1,21219,1,7,1,1,7,4,,R100000197S,1201,1201,2
4c4aaa12-885a-4a71-bb0f-9013261f6a1b,540268370,44153,3A,3,Salvador,Romano,2009-03-17,4,1201,1,21214,3,6,2,3,6,1,,R100000072G,1201,9601,2
4c70dde4-e659-4c39-ad06-1536d7d23e14,969220439,70256,3B,3,Brock,Smith,2009-04-13,4,1201,1,21217,2,7,2,3,6,3,,R100000132M,9601,9601,2
4d2a7023-a324-455c-949a-06c3a162b13e,222625718,6454,3B,3,Miranda,Bradley,2009-01-16,1,9601,2,21214,3,6,4,1,7,1,,R100000052M,7100,1201,1
4e2847e1-175b-459e-b611-7a2a6030e1c3,933260619,28063,7B,7,Adan,Raap,2009-08-16,2,5203,1,21221,1,8,4,2,8,3,,R100000236K,2201,1201,1
4ec4ac20-ab93-4764-9f3d-ed19e79b8c42,402023619,83272,3F,3,Pattie,Davis,2009-06-22,2,1201,2,21212,3,6,2,4,7,4,,R100000008A,1201,1201,1
4ff1155c-e79c-4143-924f-8ca5bc3bfa51,188250194,91421,5C,5,Carlos,Mcdaniel,2009-01-28,1,5203,1,21215,3,8,4,2,7,2,,R100000094A,1201,1201,2
506af9a0-dadd-481a-9ad2-b0056e6df6a6,774111723,20984,5B,5,Kevin,Lachance,2009-12-22,4,1201,1,21214,1,8,1,1,8,4,,R100000059D,1201,5203,2
507babae-cce5-427f-891e-3eb21feb9521,951895034,66025,7C,7,Kelsey,Rudder,2009-10-19,4,1201,2,21221,4,5,3,2,6,4,,R100000249A,1201,1201,1
507d9bd5-7545-4127-9755-979f435103b2,520369196,98738,7C,7,Angel,Tillman,2009-10-23,3,1201,2,21220,4,6,3,3,5,3,,R100000201S,1201,1201,1
516a2505-074d-4c01-b36f-55e66d3e89f6,937352317,21002,3F,3,Wayne,Holmes,2009-01-02,3,1201,1,21217,1,5,3,3,6,2,,R100000126A,1201,1201,1
51e063d7-fcbc-4921-8f09-6a1ab72ca46b,954748572,2084,5B,5,Annabelle,Smith,2009-07-13,2,2201,2,21217,2,6,3,3,5,4,,R100000144D,7100,2201,1
52c1277e-04f8-4998-9915-a9f97aced426,419563912,30864,7E,7,Susana,Hatchett,2009-07-02,2,1201,2,21217,3,7,2,3,8,4,,R100000134H,1201,1201,2
53c7b391-4726-42f8-b728-583ead333251,910440016,7053,5A,5,Gay,Park,2009-02-28,1,1201,2,21217,2,8,3,4,6,1,,R100000133G,1201,1201,2
5468c6e0-88ae-451f-89ee-fe9cf5bfcd17,384397284,84735,5B,5,Belinda,Mitten,2009-09-25,4,7100,2,21214,2,7,2,4,8,1,,R100000064D,1201,2201,1
55c738bb-bcc5-4576-9849-218156f95969,73385408,19987,7C,7,Eduardo,Thompson,2009-09-23,1,1201,1,21216,4,6,2,2,8,2,,R100000117R,1201,1201,2
5ab4c8e3-e2c8-40ce-83ab-9963e1128454,855487884,93785,3E,3,Briana,Scott,2009-04-04,3,1201,2,21213,2,5,4,2,5,2,,R100000041S,1201,1201,2
5b81183b-4424-496b-89a8-51ff3ab14028,828739037,22183,5C,5,Terrance,Smith,2009-07-06,1,1201,1,21214,1,8,2,4,5,4,,R100000070A,5203,1201,1
5bd5dfef-d060-4dd6-9cf1-93936b6245c0,554661825,63890,7F,7,Jody,Mccaffrey,2009-09-05,3,1201,2,21220,1,6,3,2,6,1,,R100000208G,1201,1201,1
5c3f0b82-22dd-4cef-b01f-fe53071971a7,557824343,6912,7B,7,Pearl,Pulliam,2009-01-07,3,1201,2,21216,3,8,1,2,7,1,,R100000110H,2201,1201,1
5d0ec600-20ad-45c6-8e79-7dcf4784e1dd,812451070,53346,5E,5,Susana,Hill,2009-10-18,1,1201,2,21212,1,8,3,1,6,3,,R100000000K,9601,1201,2
5d2faf06-c580-479d-9631-aacafa5f2e30,624650841,8624,5B,5,Jimmie,Williams,2009-09-05,2,1201,1,21212,4,6,4,4,5,4,,R100000012P,1201,1201,2
5e5a4ba8-26a5-45c1-a1b8-0c20fa477af7,925430999,12769,3A,3,Leonor,Trevino,2009-08-17,1,1201,2,21212,2,5,1,2,5,1,,R100000020E,1201,1201,2
5edff60b-0bd2-42e8-b0b8-d9221785c2eb,14040244,59614,9D,9,Mathew,Jennings,2009-03-20,4,1201,1,21219,1,6,3,1,8,3,,R100000176E,5203,1201,2
5fb98717-dbf0-4e2f-bcdf-866e674b5286,455745192,29783,5F,5,Latasha,Stewart,2009-02-01,1,9601,2,21214,2,7,4,2,8,2,,R100000061R,1201,7100,2
60006ff7-8518-4c98-b204-a295358f6c46,820681232,44273,7A,7,Willian,Phillips,2009-09-12,3,1201,1,21220,4,6,2,3,6,1,,R100000219D,1201,9601,2
606d7a0c-5c8d-45e3-92bb-a91993ea3812,684855136,65777,3E,3,Sally,Carr,2009-08-02,1,1201,2,21212,4,5,1,1,8,2,,R100000017S,1201,2201,2
60ff2fea-f74a-432c-91da-da56d3347e08,360685193,76440,7A,7,Mickie,Smith,2009-10-26,1,1201,2,21221,4,7,4,2,8,4,,R100000247H,1201,1201,1
6130a9c7-163f-4c65-bf3b-e87e2132a510,963412185,3598,5A,5,Mark,Fuquay,2009-07-11,4,1201,1,21221,1,7,4,3,7,1,,R100000248P,1201,1201,2
613146eb-cec0-4bde-89fb-1c334c2327cf,385371423,65786,7F,7,Anibal,Gratton,2009-12-08,1,1201,1,21220,2,6,4,1,7,3,,R100000200D,1201,1201,1
6255951c-aa09-4230-b0b7-d02c0dd2270a,723237700,99111,3A,3,Tracy,Pritchett,2009-09-05,4,1201,1,21217,3,6,2,2,8,2,,R100000145A,1201,1201,2
63608d58-e7f0-448f-8c6a-ff85495204a4,72785717,98773,5B,5,Bobby,Davis,2009-01-04,2,1201,2,21214,4,5,4,4,6,3,,R100000050P,1201,1201,2
64139738-3f2b-4305-bbbf-bbec196da15f,140397837,86257,7B,7,Bobbie,Welch,2009-03-06,3,1201,2,21215,4,5,1,2,5,4,,R100000084S,1201,5203,2
64aa22b8-41fc-4f32-8ab6-ecd2c12134ed,42576899,26184,7B,7,Vance,Burger,2009-03-21,1,1201,1,21219,4,6,4,1,7,3,,R100000180K,1201,9601,2
653ddd61-398e-4385-b4f0-faf655b4f9f0,730559528,47981,7A,7,Tina,Silva,2009-07-10,3,1201,2,21219,1,8,2,1,8,1,,R100000186H,1201,1201,1
65cffedc-e7f4-4296-b44e-d9a775166877,213949532,76257,9E,9,Melonie,Greenbaum,2009-06-13,2,1201,2,21218,1,8,2,3,5,3,,R100000155R,5203,7100,2
6733b3fc-6581-41e8-bdba-025a6bc73b0f,624504082,24814,5E,5,Nona,Martin,2009-06-09,3,1201,2,21212,1,8,4,3,7,1,,R100000023R,1201,7100,2
67537bf8-e5f7-46a1-a82b-d0da4739864e,422061162,17166,7E,7,Melonie,Harris,2009-12-05,3,1201,2,21220,1,8,2,3,5,3,,R100000221R,1201,5203,2
693f104f-c1f4-4cbb-a645-8bfe3038544a,897587571,74138,3C,3,Brigitte,Casey,2009-12-20,4,1201,2,21213,3,5,1,1,7,4,,R100000025H,1201,1201,1
69ca2930-78c7-4c7f-af1c-ff02f82b8d54,153282012,6147,7E,7,Cora,Cooley,2009-05-08,4,1201,2,21220,1,7,2,1,6,3,,R100000214H,9601,1201,1
6a241839-d2f2-4c78-9abf-2ca7844402cb,664875159,63354,5F,5,Laura,Million,2009-04-21,3,1201,2,21213,2,5,2,3,6,1,,R100000029G,1201,1201,1
6af85c37-fb07-4a98-9573-80f44cd672d4,824066061,28463,7C,7,Danna,Brandl,2009-08-19,2,1201,2,21221,3,5,3,4,5,2,,R100000237E,1201,1201,2
6b66b896-6cd2-4b20-bcdd-58dab00e1fe3,368200198,77462,3E,3,Amelia,Arroyo,2009-02-14,4,1201,2,21213,1,6,1,1,7,3,,R100000032A,1201,1201,1
6b9bac0d-3379-44b0-b18a-95c47a4a0dc0,118803037,59738,3F,3,Bryan,Browder,2009-09-05,4,1201,1,21213,2,5,4,3,8,1,,R100000033M,1201,1201,1
6bcfc86e-0a98-4702-bc24-17470d428dbb,117672957,21138,5C,5,Glenn,Spangler,2009-06-05,3,1201,1,21215,4,8,2,1,5,2,,R100000079S,1201,1201,1
6d4528b8-5fa8-42f2-8cd3-1b8c245996a2,443441432,96652,7B,7,Adrian,Hatchett,2009-11-20,3,1201,1,21217,3,5,4,2,7,2,,R100000141R,1201,1201,2
6df68751-e458-4ad0-9dc6-f01748bc29a0,750413097,4424,7A,7,Tisha,Lloyd,2009-10-15,1,2201,2,21217,3,7,3,1,6,2,,R100000130P,1201,1201,2
708ca876-fb05-4ea4-a784-88f6864ec64c,847017452,73932,5F,5,Johnathan,Dallas,2009-02-03,2,1201,1,21221,2,5,3,3,6,3,,R100000244S,7100,1201,1
72059d09-4130-4ec8-b698-677f553d5b07,3596939,73241,9A,9,Audry,Kummer,2009-12-18,2,7100,2,21218,2,5,4,3,8,4,,R100000152G,5203,1201,2
74144ef9-afff-42c1-b09a-52dea023b9bc,838740156,83361,7B,7,Nathan,Countess,2009-09-12,1,1201,1,21218,1,6,2,1,5,2,,R100000154P,2201,1201,1
74467a0b-d0df-4456-9967-3c70329cf060,502150920,37839,3A,3,Adam,Fitts,2009-12-20,4,1201,1,21214,2,7,2,4,5,3,,R100000055S,5203,1201,1
759d8a1d-8ba6-4b41-9881-1a775e4bbce8,790764867,87184,9E,9,Annabelle,Howard,2009-05-10,3,1201,2,21218,2,5,2,1,6,2,,R100000165M,1201,1201,1
763a1787-82f4-40b1-a398-31ff1f06a9e1,405246056,39383,5D,5,Luetta,Harrison,2009-12-03,3,1201,2,21216,4,6,4,1,8,2,,R100000120D,1201,1201,2
79be71f6-7962-44e2-bb0a-56ffcfe4af76,881111799,36012,9A,9,Kimberly,Rayl,2009-02-08,4,1201,2,21220,1,5,4,1,7,2,,R100000223E,1201,1201,1
7a8229ec-7ea7-4bc6-9fd1-56baa495d0e8,332886320,74776,7C,7,Courtney,Harper,2009-08-01,4,1201,2,21216,3,7,4,3,7,4,,R100000124E,1201,1201,1
7b3cc1d5-f823-4770-b9a5-06a58a7abee3,123271330,69685,9E,9,Jasper,Manders,2009-02-25,2,1201,1,21219,4,6,1,4,6,4,,R100000181E,1201,1201,1
7bf9c799-8d36-4cce-abbe-82ae98450e9e,693417314,56336,3A,3,Reiko,Condon,2009-11-02,1,2201,2,21213,2,6,3,3,8,1,,R100000039E,1201,1201,2
7c4db879-584a-4976-bfec-79a646066da3,173885081,56746,9F,9,Gilbert,Roderick,2009-11-25,1,1201,1,21216,4,8,3,3,8,4,,R100000104K,1201,1201,2
7e3028c8-59da-4bcb-85f6-d484f3877465,215533833,60707,9A,9,Clay,Hedstrom,2009-05-09,3,7100,1,21218,2,6,4,4,8,4,,R100000164S,1201,1201,1
7f86f967-3acc-4fca-b718-30fcb1d189dd,639404255,21411,9B,9,Wilton,Mcbride,2009-12-11,4,1201,1,21219,3,7,2,3,7,4,,R100000189M,1201,1201,2
7fd638f6-fbdf-4247-9cfa-a10e4285037e,519386903,48638,9B,9,Ryan,Messer,2009-07-06,2,9601,1,21218,3,7,1,3,7,2,,R100000159S,1201,1201,1
80ece68e-d9e9-47c1-938d-1e386571af52,191846225,71787,9F,9,Ervin,Yamada,2009-11-24,2,1201,1,21219,1,7,3,2,7,1,,R100000196D,1201,1201,2
828d75b1-c385-4d6f-8f56-2736a75db982,938696651,22404,5E,5,Geralyn,Willett,2009-04-06,4,1201,2,21216,1,5,1,2,6,3,,R100000103R,1201,1201,2
83048361-c851-460f-8ce1-1175260202d9,636164925,62024,5F,5,Beth,Cooper,2009-02-21,4,1201,2,21212,4,5,2,4,8,2,,R100000022S,9601,2201,1
833b6455-913d-44ee-8082-9ede430e13ad,61996937,698,7F,7,Roosevelt,Raap,2009-09-01,1,1201,1,21216,3,7,2,1,7,2,,R100000118K,1201,1201,2
8377c418-cc1f-4365-b5bf-d4775ea28b18,208115536,37847,7F,7,Marge,Richardson,2009-08-11,4,9601,2,21219,2,6,3,1,7,1,,R100000182D,1201,1201,2
8568421b-b00c-4d83-b52e-618c33443d27,442186590,78592,5D,5,Felipe,Williams,2009-11-05,1,1201,1,21213,2,6,1,4,7,1,,R100000046A,1201,1201,1
85f3f2e5-1cfb-49b1-88b3-57b2965de4b3,98968203,20670,7F,7,Samuel,Carpenter,2009-09-08,4,1201,1,21215,4,6,3,4,5,3,,R100000097D,1201,1201,1
8792633f-f0a9-4020-895c-0f4259057840,480454001,91491,5D,5,Boyce,Ferguson,2009-02-02,1,7100,1,21212,3,7,2,2,6,1,,R100000003S,1201,7100,1
898203ce-e291-48fb-8bed-75b142a2e237,451780512,49352,3F,3,Geraldine,Whitaker,2009-05-25,2,1201,2,21217,4,6,2,4,7,3,,R100000149P,1201,5203,2
8aac208c-3aa4-433a-9c3d-7b3d20896473,280606363,67953,9D,9,Jess,Lee,2009-04-21,2,1201,1,21216,2,5,2,2,5,2,,R100000101D,7100,1201,1
8b7197cf-74a6-4657-a1cf-7354d1aa2dd9,913745090,59765,9E,9,Mack,Terrell,2009-05-02,4,1201,1,21216,3,5,1,2,7,1,,R100000100E,1201,1201,2
8bd2b114-6c2f-4726-aab4-4a8af2376de5,588674056,26374,3B,3,Roy,Gross,2009-06-06,3,1201,1,21213,3,8,4,1,5,2,,R100000043K,1201,9601,1
