School,YrLevel,Domain,TAA (Jurisdiction Id),Sector,School Local Id,Local Campus Id,ACARA ID,School Name,SRN,Platform Student ID,Family Name,Middle Name,Given Name,Geolocation,Test Level,Sex,Birth Date,Country of Birth,Student Language at Home,Indigenous Status,Parent 1 Occupation,Parent 1 School education,Parent 1 Non-School Education,Parent 1 Language at Home,Parent 2 Occupation,Parent 2 School education,Parent 2 Non-School Education,Parent 2 Language at Home,LBOTE,Full Fee Paying Student,Reading Participation Code,Reading ResponseID,Reading PNP:AIA,Reading PNP:AIV,Reading PNP:AST,Reading PNP:BNB,Reading PNP:BNG,Reading PNP:BNL,Reading PNP:BNW,Reading PNP:BNY,Reading PNP:COL,Reading PNP:ETA,Reading PNP:ETB,Reading PNP:ETC,Reading PNP:ETD,Reading PNP:OFF,Reading PNP:OSS,Reading PNP:RBK,Reading PNP:SCR,Reading PNP:SUP,Reading PNP:CAL,Reading PNP:ENZ,Reading PNP:EST,Reading PNP:LFS,Reading PNP:RZL,Reading PNP:ZOF,Reading PNP:ZTFAO,Reading Domain Band,Reading Raw Score,Reading Scaled Score Value,Reading National Average,Reading Path Taken For Domain,Reading Parallel Test,Numeracy Participation Code,Numeracy ResponseID,Numeracy PNP:AIA,Numeracy PNP:AIV,Numeracy PNP:AST,Numeracy PNP:BNB,Numeracy PNP:BNG,Numeracy PNP:BNL,Numeracy PNP:BNW,Numeracy PNP:BNY,Numeracy PNP:COL,Numeracy PNP:ETA,Numeracy PNP:ETB,Numeracy PNP:ETC,Numeracy PNP:ETD,Numeracy PNP:OFF,Numeracy PNP:OSS,Numeracy PNP:RBK,Numeracy PNP:SCR,Numeracy PNP:SUP,Numeracy PNP:CAL,Numeracy PNP:ENZ,Numeracy PNP:EST,Numeracy PNP:LFS,Numeracy PNP:RZL,Numeracy PNP:ZOF,Numeracy PNP:ZTFAO,Numeracy Domain Band,Numeracy Raw Score,Numeracy Scaled Score Value,Numeracy National Average,Numeracy Path Taken For Domain,Numeracy Parallel Test,Writing Participation Code,Writing ResponseID,Writing PNP:AIA,Writing PNP:AIV,Writing PNP:AST,Writing PNP:BNB,Writing PNP:BNG,Writing PNP:BNL,Writing PNP:BNW,Writing PNP:BNY,Writing PNP:COL,Writing PNP:ETA,Writing PNP:ETB,Writing PNP:ETC,Writing PNP:ETD,Writing PNP:OFF,Writing PNP:OSS,Writing PNP:RBK,Writing PNP:SCR,Writing PNP:SUP,Writing PNP:CAL,Writing PNP:ENZ,Writing PNP:EST,Writing PNP:LFS,Writing PNP:RZL,Writing PNP:ZOF,Writing PNP:ZTFAO,Writing Domain Band,Writing Raw Score,Writing Scaled Score Value,Writing National Average,Writing Path Taken For Domain,Writing Parallel Test,Grammar and Punctuation Participation Code,Grammar and Punctuation ResponseID,GrammarAndPunctuation PNP:AIA,GrammarAndPunctuation PNP:AIV,GrammarAndPunctuation PNP:AST,GrammarAndPunctuation PNP:BNB,GrammarAndPunctuation PNP:BNG,GrammarAndPunctuation PNP:BNL,GrammarAndPunctuation PNP:BNW,GrammarAndPunctuation PNP:BNY,GrammarAndPunctuation PNP:COL,GrammarAndPunctuation PNP:ETA,GrammarAndPunctuation PNP:ETB,GrammarAndPunctuation PNP:ETC,GrammarAndPunctuation PNP:ETD,GrammarAndPunctuation PNP:OFF,GrammarAndPunctuation PNP:OSS,GrammarAndPunctuation PNP:RBK,GrammarAndPunctuation PNP:SCR,GrammarAndPunctuation PNP:SUP,GrammarAndPunctuation PNP:CAL,GrammarAndPunctuation PNP:ENZ,GrammarAndPunctuation PNP:EST,GrammarAndPunctuation PNP:LFS,GrammarAndPunctuation PNP:RZL,GrammarAndPunctuation PNP:ZOF,GrammarAndPunctuation PNP:ZTFAO,Grammar and Punctuation Domain Band,Grammar and Punctuation Raw Score,Grammar and Punctuation Scaled Score Value,Grammar and Punctuation National Average,Grammar and Punctuation Path Taken For Domain,Grammar and Punctuation Parallel Test,Spelling Participation Code,Spelling ResponseID,Spelling PNP:AIA,Spelling PNP:AIV,Spelling PNP:AST,Spelling PNP:BNB,Spelling PNP:BNG,Spelling PNP:BNL,Spelling PNP:BNW,Spelling PNP:BNY,Spelling PNP:COL,Spelling PNP:ETA,Spelling PNP:ETB,Spelling PNP:ETC,Spelling PNP:ETD,Spelling PNP:OFF,Spelling PNP:OSS,Spelling PNP:RBK,Spelling PNP:SCR,Spelling PNP:SUP,Spelling PNP:CAL,Spelling PNP:ENZ,Spelling PNP:EST,Spelling PNP:LFS,Spelling PNP:RZL,Spelling PNP:ZOF,Spelling PNP:ZTFAO,Spelling Domain Band,Spelling Raw Score,Spelling Scaled Score Value,Spelling National Average,Spelling Path Taken For Domain,Spelling Parallel Test
21213,3,AllDomains,9,NG,x72861,,21213,Hippocentaur Primary College,366375982,R100000038K,Warrick,,Jesse,15,3,1,2009-11-21,1101,1201,2,3,3,7,2201,4,4,7,5203,1201,1,P,3168f381-d19f-4ac6-8b4d-4c7fbbda1b19,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,28.00,422.69,578,A:D:C,A0:D0:C0,P,2c413e34-4fd5-4f05-8a29-263d92d9dc63,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,6,32.00,438.08,535,NC:B:F,NC0:B0:F0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,9154c942-dd02-468c-9e7d-f3778b07486c,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,6,20.00,435.00,505,GC,C0,P,ca49d24b-f1f6-4d4c-9f91-7e91cb37b350,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,18.00,423.00,546,SA:SD:PD,SA0:SD0:PD0
21214,3,AllDomains,9,NG,x72862,,21214,Iliac Primary College,766731912,R100000071M,Sherman,,Kellie,15,3,2,2009-07-22,1101,1201,2,1,2,5,2201,2,4,7,1201,1201,2,P,54c2cfaa-8038-48b9-9ae7-b050c9a418d2,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,33.00,441.92,517,A:D:C,A3:D0:C0,P,32cf67d7-c98a-40fa-9e01-1b77c25f7647,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,25.00,411.15,559,A:B:F,A0:B1:F0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,2a6b799f-155b-438b-8cf4-0a3f59a4d3a8,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,5,15.00,405.00,433,GC,C0,P,0cfa9de7-6acf-48e2-a5a7-58edb1e4a6af,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,19.00,429.00,551,SA:SB:PB,SA1:SB0:PB0
21216,7,AllDomains,9,NG,x72864,,21216,Ophthalmoplegia Combined College,192409105,R100000114G,Huggins,,Lucas,15,7,1,2009-10-27,1101,1201,4,4,1,5,1201,1,3,6,2201,1201,1,P,9c498a69-3e64-468c-bfd3-f54496029b90,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,27.00,559.38,654,A:B:F,A2:B0:F0,P,dc7c0fd0-e6d2-4bc8-b4e2-24c06942697c,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,40.00,568.75,663,CA:D:C:E,CA1:D0:C0:E0,P,4ac0b9c2-6824-4367-b31c-24a3bb433465,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,9,1.00,625.00,746,,,P,1b27db0d-a5d4-4dac-9bb2-fe51532a30fa,true,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,16.00,571.00,644,GF,F1,P,0ec64e88-f9b9-4e4b-9b0c-d0340b2a1397,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,7,15.00,565.00,726,SA:SD:PD,SA0:SD1:PD1
21216,9,AllDomains,9,NG,x72864,,21216,Ophthalmoplegia Combined College,491481562,R100000107A,Miguel,,Everett,15,9,1,2009-06-14,4111,1201,3,1,2,5,1201,4,1,6,1201,1201,2,P,84e0fce0-d7a5-4db5-83a3-c9cb43d5e243,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,9,37.00,620.62,762,A:B:C,A3:B1:C0,P,c5c98bf9-9c74-401b-99a8-50d786af03b2,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,44.00,608.12,752,NC:B:E:F,NC0:B0:E1:F0,W,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,687,,,P,cc4ba6ab-5589-4daf-8663-2c049cf33a25,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,16.00,601.00,764,GC,C0,P,d92fc5d4-a9c5-46a9-a2f4-a3f0c3bf2d0a,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,15.00,595.00,706,SA:SD:PD,SA0:SD1:PD1
21214,5,AllDomains,9,NG,x72862,,21214,Iliac Primary College,478468366,R100000057K,Brawley,,Pierre,15,5,1,2009-02-28,1101,1201,2,2,4,8,1201,2,4,5,1201,1201,1,P,94603b52-bdb5-4614-961f-f83844e16a87,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,32.00,531.67,557,A:B:E,A0:B0:E0,S,617f732c-8c2b-47a7-98ab-f574a22ce5cc,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,572,A:B:C,A3:B0:C0,A,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,535,,,P,980cca03-45b5-471e-98cb-26c6bdb09a8e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,17.00,527.00,533,GE,E1,P,d263a40c-eb8a-4d84-902d-d8a39ae10dd2,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,17.00,527.00,531,SA:SD:PB,SA1:SD0:PB0
21213,3,AllDomains,9,NG,x72861,,21213,Hippocentaur Primary College,996421153,R100000034G,Taylor,,Mattie,15,3,2,2009-02-25,1101,1201,3,4,2,7,1201,1,1,5,1201,1201,2,E,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,578,,,P,dc2cf877-99aa-4c4e-b43c-648e3a981024,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,25.00,411.15,535,A:B:E,A3:B1:E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,38ff9798-f644-45c4-9ec5-ade9740c725c,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0.00,0.00,505,G,G0,P,4f6dc5ba-81de-478f-94f6-8ec9121cbdd3,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,6,22.00,447.00,546,SA:SD:PD,SA1:SD1:PD1
21216,9,AllDomains,9,NG,x72864,,21216,Ophthalmoplegia Combined College,749836672,R100000108M,Hall,,Antone,15,9,1,2009-01-27,1101,1201,1,4,3,5,1201,1,1,6,1201,1201,1,X,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,762,,,P,0c963ae0-9970-43da-bd28-57180d0573ac,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,33.00,608.12,752,A:B:C:F,A3:B1:C0:F0,P,744d5b83-6112-4fa7-b55e-704047c2af4f,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,10,1.00,655.00,744,,,E,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,764,,,P,208b9cc1-1bde-439f-a48e-c13b595a2f3b,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,9,20.00,625.00,706,SA:SB:PB,SA1:SB1:PB0
21219,9,AllDomains,9,NG,x72867,,21219,Trotcozy Secondary College,756107976,R100000179R,Huggins,,Mack,15,9,1,2009-07-23,1101,9601,1,2,2,6,1201,3,1,8,1201,9601,1,R,b94cba6b-7e9b-46f8-8517-24e78a7de4aa,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0.0,0.0,767,A:D:F,A3:D0:F0,P,7c604542-5f60-46ca-8f18-bc9f39e3d9e2,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,36.00,589.38,608,NC:D:C:F,NC1:D1:C0:F0,P,032e3673-eba6-40f8-baea-90a716fed263,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,10,1.00,655.00,727,,,P,0d7ac2ff-16c4-4ea5-84fd-210f06e1266c,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,17.00,607.00,774,GF,F1,P,4d23c646-2c40-4a1a-92cc-230a600495e2,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,9,21.00,631.00,748,SA:SB:PB,SA0:SB1:PB0
21220,7,AllDomains,9,NG,x72868,,21220,Unturpentined Secondary College,891208554,R100000218E,Brown,,Darren,15,7,1,2009-01-11,1101,1201,4,1,1,8,5203,3,4,6,5203,1201,1,P,5902d284-7e9c-4d18-8836-a485475dded4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,31.00,571.88,620,A:B:F,A1:B0:F0,P,e67fb306-080c-4037-b415-6234732bbe4c,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,45.00,580.47,713,CA:B:C:F,CA0:B1:C0:F0,P,e1bc82a5-6214-44ea-ae02-4e1aa24e7ba9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,0.00,475.00,722,,,P,8e910161-0580-4900-b32f-0bc5e5953a52,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,18.00,583.00,695,GF,F0,C,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,638,,
21213,3,AllDomains,9,NG,x72861,,21213,Hippocentaur Primary College,772546884,R100000047M,Gist,,Sara,15,3,2,2009-09-22,1101,1201,1,2,2,8,1201,2,1,8,1201,1201,2,P,02e5c859-3bfa-403c-a22b-1272d9121810,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,31.00,434.23,578,A:D:F,A0:D1:F0,W,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,9d64d19f-09c1-4e76-a2c0-d3256faf877c,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,5,15.00,405.00,505,GF,F0,P,afb115b7-9e96-461d-8667-d62ee3353b9e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,18.00,423.00,546,SA:SD:PB,SA0:SD1:PB0
21216,5,AllDomains,9,NG,x72864,,21216,Ophthalmoplegia Combined College,198273077,R100000113M,Baker,,Kristin,15,5,2,2009-03-05,1101,9601,3,2,1,5,1201,3,1,5,1201,9601,1,P,07b9f47d-ed28-4c92-a1b7-d1230e22ef4f,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,27.00,515.00,698,A:B:E,A2:B0:E0,P,ba9aeccc-8ac2-4808-8daa-22f7c8980d0b,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,27.00,515.00,604,CA:B:C,CA1:B1:C0,P,2235cdca-04b7-4def-a26d-99d9a225dcc4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,1.00,575.00,570,,,P,cc865414-b380-49a0-8a5a-62b4dc6c0361,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,17.00,527.00,515,GE,E1,P,50706b9d-b25b-467b-a47f-5b35c9ac3740,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,14.00,509.00,696,SA:SD:PB,SA1:SD1:PB1
21218,7,AllDomains,9,NG,x72866,,21218,Redistrainer Secondary College,213211247,R100000163D,Varela,,Jared,15,7,1,2009-05-20,1101,1201,2,3,1,5,1201,1,1,6,9601,1201,1,P,cc49137c-68ad-447c-881b-13f3646f5466,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,37.00,590.62,745,A:D:E,A3:D1:E0,R,25221183-1460-4dc0-902b-c3dc60dd349f,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0.0,0.0,550,CA:B:C:E,CA1:B1:C0:E0,P,bf5c7ead-0ea4-4e56-982b-f4d376bd5781,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,0.00,475.00,706,,,P,48d2f1a3-5de1-4537-bb23-d5e133cee5bc,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,19.00,589.00,699,GE,E1,P,f481f30a-c349-4a20-bf87-ac37d5da753d,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,16.00,571.00,717,SA:SB:PB,SA0:SB0:PB0
21219,9,AllDomains,9,NG,x72867,,21219,Trotcozy Secondary College,465705203,R100000197S,Foster,,Marc,15,9,1,2009-04-02,1101,1201,3,1,1,7,1201,1,4,7,1201,1201,2,P,5c918239-92a5-4765-9f67-38b7e964b47f,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,32.00,605.00,767,A:B:C,A3:B1:C0,C,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,608,,,R,15240392-8245-4a67-b4c4-a6526f36100a,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0.0,0.0,727,,,P,b0aa4d87-8f59-4e53-b0d3-1b505dfb0bab,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,18.00,613.00,774,GC,C1,P,4482edc9-64a8-45b0-848a-b422ab501dd4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,18.00,613.00,748,SA:SB:PD,SA1:SB0:PD1
21214,3,AllDomains,9,NG,x72862,,21214,Iliac Primary College,540268370,R100000072G,Romano,,Salvador,15,3,1,2009-03-17,1101,1201,4,3,2,6,1201,3,1,6,9601,1201,2,P,1abe4f9a-7a36-4dc5-95b7-88fa1f5299dc,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,22.00,399.62,517,A:B:F,A0:B0:F0,A,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,8d8375fe-4cba-47be-ab12-565a01a89e1f,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,17.00,417.00,433,GF,F0,P,413e8d9b-9637-4ad8-95a4-c810092e6f9a,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,19.00,429.00,551,SA:SD:PD,SA0:SD1:PD1
21217,3,AllDomains,9,NG,x72865,,21217,Phyllostoma Combined College,969220439,R100000132M,Smith,,Brock,15,3,1,2009-04-13,1101,1201,4,2,2,7,9601,3,3,6,9601,1201,2,P,0fa26e30-b1b2-440b-9a6d-80979d69ae9f,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,27.00,418.85,431,A:D:C,A2:D0:C0,P,29f7ef9a-4a7b-4e42-a58f-f74af2bea2bb,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,30.00,430.38,484,CA:B:C,CA0:B0:C0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,8974feab-cc7f-402a-bcab-b51c3c27babb,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,19.00,429.00,418,GC,C0,P,99cdcca4-fb56-4550-9e78-8c63c5147c2c,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,5,18.00,423.00,425,SA:SD:PD,SA1:SD0:PD0
21214,3,AllDomains,9,NG,x72862,,21214,Iliac Primary College,222625718,R100000052M,Bradley,,Miranda,15,3,2,2009-01-16,2100,9601,1,3,4,6,7100,1,1,7,1201,9601,1,P,7dab4241-2ec4-4639-972f-ce6f75c22bc7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,28.00,422.69,517,A:B:F,A0:B1:F0,P,b8fcc38c-7a11-46e6-aeb4-78c35c5a5a2e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,30.00,430.38,559,CA:D:C,CA1:D0:C0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,1af03389-3923-44d6-85ab-d12f2da19478,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,18.00,423.00,433,GF,F0,P,e9ba1910-c301-44c0-87b2-53e9d2532fc8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,20.00,435.00,551,SA:SB:PD,SA0:SB0:PD0
21221,7,AllDomains,9,NG,x72869,,21221,Wishram Combined College,933260619,R100000236K,Raap,,Adan,15,7,1,2009-08-16,1101,5203,2,1,4,8,2201,2,3,8,1201,5203,1,P,10d97e3a-2fb3-4d80-a729-911aacb74eab,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,32.00,575.00,620,A:B:E,A0:B0:E0,P,4336f258-106c-42b0-a209-5893ac97f1eb,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,42.00,573.44,679,CA:B:C:E,CA0:B0:C0:E0,X,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,728,,,P,389ade92-f297-4f67-b02c-96562d3b3c23,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,14.00,559.00,569,GE,E1,P,a82ad59a-5d9d-44b0-bab0-d5ade0813651,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,17.00,577.00,626,SA:SD:PB,SA1:SD0:PB0
21212,3,AllDomains,9,NG,x72860,,21212,Anticapital Primary College,402023619,R100000008A,Davis,,Pattie,15,3,2,2009-06-22,1101,1201,2,3,2,6,1201,4,4,7,1201,1201,1,P,5072cdfb-fd49-49cc-b48e-c8ec16f546f5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,30.00,430.38,582,A:D:C,A1:D1:C0,S,fc3ecff1-6c15-4327-884b-d3d0f0f0994e,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,,509,A:D:E,A2:D1:E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,835e4e7d-8a3b-4264-afcf-4db1573a887b,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,21.00,441.00,587,GC,C0,P,f2fb1c07-6032-4dee-b959-defcd015e8e2,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,19.00,429.00,416,SA:SB:PB,SA1:SB0:PB1
21215,5,AllDomains,9,NG,x72863,,21215,Isovalerate Combined College,188250194,R100000094A,Mcdaniel,,Carlos,15,5,1,2009-01-28,1101,5203,1,3,4,8,1201,2,2,7,1201,5203,2,P,e375dbab-8331-497d-bad0-89774a898ab8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,30.00,525.00,574,A:B:C,A0:B0:C0,P,df9dd0dd-9e3e-4945-9dec-dc310a14e490,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,33.00,535.00,682,A:B:F,A2:B0:F0,P,8e1ff7df-b204-4642-95e8-165e4c3328cd,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,8,1.00,575.00,539,,,P,db04334c-01ed-429f-a89f-7b98d05b75d2,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,17.00,527.00,650,GC,C0,P,4ef7b361-349c-438e-8e2c-0c9b018e011b,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,15.00,515.00,586,SA:SB:PD,SA0:SB0:PD1
21214,5,AllDomains,9,NG,x72862,,21214,Iliac Primary College,774111723,R100000059D,Lachance,,Kevin,15,5,1,2009-12-22,1101,1201,4,1,1,8,1201,1,4,8,5203,1201,2,P,b3cde187-edc5-4b0a-8504-98df8b15d6cf,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,31.00,528.33,557,A:D:C,A2:D1:C0,P,d44e716b-3a89-46c6-b872-dc1942735793,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,30.00,525.00,572,A:D:C,A3:D0:C0,P,681be88b-bc1e-4d07-aa28-bb9c801f8362,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,8,1.00,575.00,682,,,P,e2dded21-879e-4ca4-8cb8-1288adca82fd,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,19.00,539.00,533,GC,C1,P,fe64e1ea-7064-4c23-af4a-8e2ef1718e8c,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,18.00,533.00,531,SA:SD:PB,SA0:SD0:PB0
